A,B,C,D
36,76,57,y
68,61,86,x
38,62,94,z
14,81,59,x
23,3,57,x
44,83,29,y
57,93,86,z
90,7,64,y
61,29,57,y
65,12,94,z
94,27,63,z
53,87,15,y
11,98,95,y
49,30,19,y
5,61,32,y
99,9,46,x
95,39,63,z
88,26,45,z
40,68,71,z
6,78,65,z
46,14,97,x
59,36,59,z
99,59,50,y
68,86,47,y
15,16,60,y
89,50,26,y
50,97,26,x
31,66,75,y
89,68,83,x
81,54,45,x
97,51,18,x
90,40,72,y
74,56,3,y
80,85,39,x
44,33,89,z
73,63,2,z
63,21,79,z
86,27,2,x
32,96,2,x
56,14,61,z
45,51,36,z
45,2,61,z
13,86,77,z
70,5,77,y
61,3,68,y
60,51,37,z
47,87,97,x
75,12,6,y
84,86,14,x
15,79,39,y
8,68,8,x
48,48,90,x
68,13,41,y
51,57,62,y
31,49,39,y
82,29,60,z
93,61,69,y
87,56,95,y
60,70,98,x
5,81,30,x
68,96,52,z
28,67,91,x
51,14,4,x
58,84,35,z
34,89,62,y
94,75,11,z
98,50,64,y
91,95,11,x
48,22,95,z
63,28,22,z
50,34,58,x
6,35,12,y
88,96,79,y
80,59,89,z
1,90,53,z
31,34,78,x
39,25,90,x
77,17,29,y
42,28,12,x
90,72,45,z
10,5,41,y
46,61,83,y
65,31,83,z
88,95,91,x
36,59,36,z
21,2,40,y
32,35,16,z
68,13,9,z
44,61,74,z
30,48,90,z
47,71,14,z
86,19,10,y
92,40,4,y
41,49,23,x
42,62,9,y
22,22,61,y
48,95,7,z
3,12,25,y
33,14,13,x
33,77,68,y
80,85,50,x
56,8,68,x
3,59,64,y
58,94,84,z
20,29,50,y
73,27,43,z
9,65,42,y
40,24,48,y
78,76,22,z
35,18,24,z
65,72,98,x
7,44,19,z
84,73,84,y
68,1,85,y
4,27,28,y
20,56,17,x
86,26,74,y
42,76,63,y
36,59,64,x
48,26,21,y
41,99,8,z
6,27,65,z
85,94,82,x
59,95,17,z
43,58,43,y
9,86,16,y
46,90,34,z
1,77,91,x
18,70,45,y
37,42,56,y
30,56,36,z
12,21,98,y
54,61,17,y
6,18,27,y
72,93,54,y
52,75,32,x
67,93,1,y
48,72,58,x
96,40,77,x
93,29,49,x
48,31,25,z
21,37,89,z
77,97,9,x
17,7,28,x
87,86,16,y
58,92,47,y
10,83,33,x
6,44,65,x
50,38,42,x
54,16,98,x
96,39,50,y
24,53,46,z
23,98,64,y
38,73,5,z
45,56,87,x
46,41,33,x
3,44,9,z
52,29,29,x
71,12,85,y
83,40,79,z
70,10,10,z
88,77,27,y
30,4,43,z
13,88,89,x
38,77,65,y
31,82,98,x
66,20,68,y
27,41,25,z
13,35,95,x
14,24,62,z
62,53,56,y
95,66,45,x
46,17,26,z
81,92,61,z
13,21,96,x
74,86,40,x
29,21,82,x
51,82,83,x
88,16,2,x
18,33,76,x
23,47,82,x
85,80,63,y
89,67,7,x
59,36,88,y
12,82,16,y
36,87,91,x
18,69,19,y
82,89,65,y
22,27,18,x
46,8,49,x
51,31,30,z
45,45,83,y
64,94,71,y
34,60,98,z
13,91,75,z
75,42,86,z
70,63,28,y
3,37,58,x
80,33,4,y
4,92,89,z
23,97,6,y
75,16,99,z
7,58,51,x
17,45,16,z
93,89,71,y
51,20,70,x
27,8,92,x
49,15,34,x
73,97,97,x
35,61,32,x
64,18,86,z
42,36,16,z
49,69,10,y
25,93,50,y
79,80,15,y
54,10,17,x
69,62,10,z
78,65,12,y
49,55,43,y
16,94,50,y
79,81,96,z
71,59,64,z
28,1,62,y
92,77,32,x
64,27,26,z
55,44,11,y
20,56,42,x
68,37,69,x
31,15,96,z
50,15,25,y
15,20,76,z
41,65,19,x
61,82,57,y
59,83,68,x
14,37,52,z
30,44,48,z
72,70,88,y
18,64,53,z
95,37,62,y
44,35,72,x
47,88,87,z
10,91,96,y
88,15,39,y
29,62,77,y
89,30,92,z
49,16,57,x
41,23,66,z
1,13,99,x
44,41,41,x
88,15,46,y
70,84,3,y
57,8,2,z
70,74,55,z
32,85,19,x
81,19,48,x
2,98,37,y
79,11,11,z
7,6,25,z
45,31,50,z
46,34,52,z
74,67,28,z
76,27,95,y
24,13,80,y
87,5,37,x
86,67,89,x
50,97,45,x
81,47,20,z
39,64,46,z
59,78,40,y
26,66,80,x
37,61,55,x
85,93,19,z
24,5,9,z
12,60,90,y
1,47,1,z
18,96,71,y
7,51,89,y
66,2,71,z
14,62,45,z
30,41,57,z
83,39,81,y
21,78,41,y
30,5,54,x
16,83,90,z
33,87,43,z
87,99,55,x
79,8,58,z
22,28,61,z
36,20,13,y
93,87,56,z
56,81,24,y
1,28,76,z
15,91,21,y
90,8,94,x
78,28,1,z
5,20,1,x
91,18,8,y
18,48,23,z
29,34,84,x
45,63,81,y
4,93,63,y
57,5,20,y
22,68,34,z
63,95,67,y
7,72,86,z
61,5,13,x
47,76,76,x
64,4,14,y
6,92,20,z
19,62,73,y
44,14,21,y
48,25,52,x
4,15,78,y
18,42,10,x
73,49,59,z
36,27,42,x
48,24,48,y
78,72,37,z
33,70,42,x
89,50,66,y
93,52,56,y
8,11,34,x
74,3,23,z
12,94,69,x
57,32,84,z
98,78,87,y
73,39,40,x
34,47,50,x
20,85,43,x
6,60,36,y
38,64,44,z
62,43,29,z
34,87,84,y
33,15,83,z
41,93,15,y
11,31,59,y
19,67,70,z
23,32,13,y
33,67,62,z
18,71,92,x
89,93,65,y
78,19,44,x
13,74,97,z
51,78,48,y
10,45,32,y
66,98,18,x
52,97,45,z
39,57,65,y
99,91,36,y
34,66,28,x
70,24,29,z
39,67,84,y
95,90,30,z
67,65,76,x
80,67,15,z
11,25,63,x
12,53,6,y
70,72,78,x
84,79,39,z
68,93,63,x
99,20,69,y
72,9,22,x
77,63,67,z
45,45,62,x
85,45,34,x
57,55,73,z
50,65,36,y
40,31,93,z
25,93,86,z
40,73,82,y
84,50,15,x
13,97,51,y
93,77,72,z
73,37,67,z
33,5,98,y
64,93,22,z
89,4,9,x
3,90,45,x
26,67,48,x
67,94,69,y
28,58,60,z
80,64,31,x
86,18,40,y
67,96,57,x
71,25,95,y
67,95,71,z
4,18,16,z
7,53,37,y
10,59,8,y
45,10,76,y
61,64,38,x
35,37,42,y
47,73,77,y
34,10,51,y
44,18,89,y
57,36,66,x
76,62,94,z
45,24,48,z
36,3,58,y
68,4,50,y
8,18,58,y
61,6,68,z
73,74,37,x
59,33,60,y
27,11,11,z
3,86,58,x
74,48,44,y
68,49,92,x
56,14,54,y
49,27,29,x
75,73,79,x
51,98,13,x
23,3,60,x
89,33,47,y
97,31,74,y
15,36,98,y
35,91,37,y
40,52,95,x
4,7,79,y
50,13,26,x
90,35,88,y
42,96,55,y
29,93,34,z
66,29,35,z
10,87,78,z
78,22,8,x
92,49,5,y
28,5,92,x
67,6,26,x
77,72,71,y
72,41,99,z
77,51,70,x
61,13,45,x
73,71,91,y
10,30,83,y
10,53,82,z
39,42,39,z
24,75,51,z
9,61,86,y
73,33,42,x
76,73,60,y
49,83,90,z
47,62,19,z
59,54,15,z
94,12,35,z
18,24,11,x
65,32,55,y
2,82,51,x
9,15,88,x
38,19,2,y
28,33,16,y
43,41,60,z
74,20,3,x
35,40,86,z
27,70,37,x
9,60,22,y
46,49,84,x
70,96,6,x
7,97,63,x
89,57,67,y
97,99,65,y
93,79,64,x
67,84,53,z
37,63,94,x
27,17,22,x
96,43,27,y
99,95,24,z
38,54,26,y
10,32,11,y
50,72,99,x
99,84,44,x
95,57,21,z
20,53,94,y
98,53,65,x
23,49,38,y
38,87,77,x
75,34,66,x
4,93,8,z
2,30,5,z
35,67,59,y
34,16,96,y
87,84,30,x
41,74,23,y
98,10,55,z
40,42,30,z
67,26,46,z
88,13,19,z
74,97,43,y
4,68,11,x
19,56,49,y
18,20,33,y
39,35,40,x
27,34,41,x
34,55,15,y
40,14,35,z
89,35,39,y
4,20,26,z
41,12,88,x
28,11,35,z
10,27,68,z
16,47,98,y
5,41,84,z
37,62,20,y
80,18,94,z
42,99,12,y
2,84,84,z
50,16,17,y
57,24,64,x
10,95,39,z
48,35,61,z
53,17,2,x
3,22,43,x
61,90,35,z
17,29,84,z
68,51,69,y
66,58,27,x
19,70,25,z
82,34,63,z
11,95,40,y
84,72,60,y
62,19,27,y
20,67,60,x
75,67,13,y
71,48,98,y
56,70,38,y
92,35,66,y
93,30,93,x
16,73,81,z
60,48,89,y
7,17,68,x
60,75,61,x
75,68,5,y
61,92,74,y
91,48,20,x
19,96,21,z
13,52,19,y
72,96,61,z
23,51,93,z
69,72,1,y
79,1,25,x
24,70,24,y
70,72,67,z
44,5,8,x
72,95,39,z
12,88,62,x
2,90,87,x
43,28,76,y
36,15,87,z
79,88,89,x
79,28,92,z
39,65,84,x
36,86,11,x
84,32,90,z
36,35,64,z
87,14,47,z
81,46,24,y
92,65,22,y
76,13,93,z
87,22,41,y
72,65,51,y
26,46,50,x
13,33,28,y
33,48,59,x
77,38,4,y
19,25,11,x
55,42,31,y
69,52,50,x
55,31,86,z
8,86,58,x
80,16,76,z
47,76,21,z
82,47,1,x
97,83,28,z
86,35,19,z
97,23,92,x
12,7,91,y
88,75,26,y
70,76,45,y
68,55,45,x
68,99,17,y
90,24,10,y
62,49,95,x
50,8,90,x
37,78,94,y
76,69,98,z
49,23,81,y
42,2,87,y
49,42,54,x
49,17,50,z
88,77,47,x
85,42,9,x
19,12,54,z
95,48,32,y
19,93,29,x
69,11,85,x
70,44,92,y
58,22,3,y
33,76,71,y
61,43,94,z
76,76,92,x
89,63,73,y
41,7,25,y
87,1,81,z
55,95,30,y
85,42,33,z
54,94,55,z
29,18,89,x
18,6,5,y
92,86,73,z
18,5,61,y
55,85,4,z
70,46,9,x
34,22,11,x
15,4,88,x
17,48,50,y
28,29,33,x
75,96,24,y
84,44,12,y
27,53,9,y
64,70,24,z
86,82,69,y
91,78,49,x
11,87,59,y
31,8,57,y
4,67,3,x
42,11,18,x
36,73,12,x
87,96,76,z
63,57,96,z
70,81,92,z
10,22,75,y
23,6,77,x
65,15,80,z
14,68,88,y
2,91,37,y
31,13,99,y
35,61,66,y
96,36,45,z
41,5,65,x
34,94,80,z
51,56,98,z
78,55,52,y
56,9,40,x
9,44,89,y
17,15,36,y
3,54,66,z
73,41,75,x
48,32,58,x
96,52,39,x
4,98,91,z
99,28,40,z
49,59,90,y
82,74,25,z
50,82,77,z
89,3,72,z
45,28,41,y
85,48,88,y
77,54,47,y
36,61,58,x
23,15,95,z
76,99,47,y
52,1,71,x
52,5,72,y
65,61,47,x
79,83,37,y
50,48,56,x
11,26,12,z
38,76,85,y
59,95,57,x
67,95,3,y
52,35,45,y
32,53,70,x
88,82,35,z
59,89,57,z
53,96,48,z
50,96,12,y
92,23,91,z
98,23,84,z
64,79,58,x
14,51,99,y
72,10,84,x
49,43,28,x
66,47,48,y
93,4,16,z
96,11,34,z
56,51,78,z
41,79,81,y
30,99,29,y
45,86,9,x
4,37,76,y
66,51,66,z
78,37,86,y
78,59,90,x
62,66,26,y
19,47,50,x
51,41,7,z
48,48,99,z
75,59,6,z
31,66,28,z
9,93,41,z
25,78,92,x
50,49,60,x
79,57,52,y
48,72,68,z
10,50,68,y
10,66,96,x
99,58,10,z
35,75,95,z
59,76,96,z
64,53,12,x
2,53,48,y
44,65,17,x
68,95,30,x
80,78,21,z
3,35,28,y
86,18,26,y
66,93,59,x
77,67,27,x
82,68,28,z
20,52,2,x
10,95,76,y
13,20,9,z
24,22,42,y
62,20,69,z
39,25,8,y
73,90,76,x
56,31,85,y
94,4,88,z
76,7,40,z
11,96,88,x
71,5,2,y
64,16,14,z
34,75,58,y
86,52,11,z
30,46,65,x
87,95,67,y
77,84,4,x
86,3,40,y
43,89,12,y
42,77,89,z
11,38,13,z
51,4,84,z
10,53,43,y
32,54,42,y
49,76,12,x
93,38,85,z
78,60,73,y
9,94,11,x
24,51,83,x
17,32,52,y
75,78,3,x
59,32,69,x
34,6,87,y
44,88,81,x
52,86,67,y
47,87,27,x
20,82,8,y
18,35,34,x
38,90,52,z
31,8,36,x
48,59,87,y
21,46,46,y
99,66,47,y
45,90,64,z
87,60,7,z
97,93,86,z
62,11,35,z
22,86,15,y
94,89,74,z
24,88,38,x
52,16,58,z
88,80,89,y
4,13,23,x
96,67,28,x
1,41,91,y
22,1,28,y
54,48,51,y
26,71,16,z
80,98,23,y
93,42,88,x
80,56,20,z
95,37,1,y
61,98,83,z
91,74,32,x
27,67,47,y
20,5,90,z
36,27,65,x
6,9,49,z
94,25,94,z
58,59,9,x
54,89,63,y
19,71,42,y
68,32,50,y
94,41,90,y
33,52,22,z
27,71,7,y
40,50,54,y
86,72,57,z
70,94,19,z
55,28,16,y
42,50,29,y
50,67,33,y
1,82,45,z
70,14,11,z
98,59,95,y
85,13,74,z
61,82,20,y
17,73,5,x
6,21,60,y
64,27,94,y
73,20,45,z
30,34,77,x
74,39,49,x
76,44,58,y
32,48,40,y
96,22,61,y
79,77,31,y
10,49,27,x
56,83,41,z
25,98,30,x
95,34,18,x
3,57,36,y
36,79,61,x
34,81,26,x
44,47,2,x
4,46,97,y
85,82,12,x
32,69,67,z
38,76,14,x
49,62,6,y
40,39,7,z
72,5,6,z
73,6,65,z
47,19,62,y
12,63,67,z
47,90,93,x
31,38,8,z
32,13,57,x
85,77,35,y
29,64,96,z
7,94,31,y
29,39,40,y
37,81,85,y
10,32,39,z
29,83,63,z
85,53,77,y
88,75,80,y
56,8,9,y
71,59,93,x
23,70,85,z
44,2,70,x
29,21,36,z
89,74,55,x
46,69,60,z
76,43,31,z
77,71,24,y
86,63,51,x
82,48,57,y
94,34,29,x
82,26,30,z
91,88,5,z
7,56,30,x
93,24,43,x
73,6,98,y
2,58,70,x
6,69,77,z
95,73,80,y
51,64,16,z
48,36,18,x
93,45,24,x
98,40,39,x
89,11,23,z
77,50,85,z
76,4,49,x
44,79,85,z
7,96,34,y
14,41,85,y
44,54,27,z
56,71,52,x
37,63,10,z
7,59,17,y
14,49,44,z
45,94,64,y
83,7,96,y
83,61,74,x
21,88,3,x
50,40,20,y
25,26,39,x
87,95,96,z
93,8,11,x
52,71,68,z
81,17,78,z
65,30,26,z
26,39,23,z
32,64,77,x
44,59,60,y
16,95,19,y
37,6,79,x
73,33,72,y
30,24,26,y
23,81,7,x
18,77,55,y
59,29,32,x
82,43,37,y
27,95,67,y
23,8,74,x
97,73,66,x
31,2,1,y
26,85,30,z
63,18,86,x
44,26,46,z
7,31,66,x
77,59,86,z
61,78,22,z
31,8,89,x
59,53,30,z
29,38,72,x
14,43,63,y
42,82,52,y
83,18,71,y
53,37,65,x
91,40,7,z
16,12,82,x
98,39,19,y
82,83,26,y
65,54,12,y
30,20,99,x
9,99,8,x
53,11,56,z
89,22,62,y
21,13,62,y
10,76,89,z
6,3,51,x
69,45,69,y
55,29,26,x
65,26,41,x
39,99,73,y
72,74,23,z
27,74,2,y
35,63,43,x
99,79,41,z
4,91,30,z
56,47,5,x
92,54,87,z
48,44,7,z
86,22,98,z
36,57,14,z
2,83,41,z
30,36,59,y
87,56,55,x
17,65,13,y
76,77,10,z
88,41,10,x
9,27,19,z
17,15,8,y
21,49,8,z
18,86,80,y
74,62,49,y
82,77,21,y
67,9,79,y
65,39,69,y
2,36,11,x
26,11,89,y
38,96,24,y
50,59,79,z
18,41,8,y
78,50,89,z
57,59,97,x
79,56,87,z
23,19,58,x
49,87,87,z
30,56,86,y
36,47,35,y
86,30,86,x
58,8,60,x
7,53,49,z
11,79,35,z
47,61,67,z
65,13,58,x
40,2,35,x
99,27,27,x
27,36,43,x
20,84,67,y
56,74,56,z
20,10,56,z
3,51,61,z
55,96,38,z
9,90,94,x
60,84,84,x
74,76,66,y
26,70,6,x
72,48,14,y
71,84,73,x
64,67,4,z
94,96,19,y
52,47,53,y
66,6,86,z
63,75,31,y
86,71,47,x
56,29,65,x
36,32,65,x
40,68,93,x
79,19,52,z
79,89,93,z
61,68,54,x
74,5,80,x
60,46,48,x
64,53,28,z
13,40,27,y
16,72,76,y
59,60,30,y
64,45,39,y
21,45,2,x
33,96,14,z
71,84,78,x
81,37,30,z
73,92,95,x
20,59,45,y
76,81,10,x
78,20,20,z
64,79,35,x
96,20,52,y
42,18,97,x
16,78,20,z
23,91,68,z
32,81,98,y
32,12,72,y
26,14,99,x
32,58,96,x
83,39,89,x
33,10,82,z
1,73,86,z
2,94,40,z
84,71,50,y
76,61,88,x
49,15,87,z
55,78,78,y
30,21,29,y
37,60,30,y
86,69,6,x
58,54,37,z
40,44,98,z
44,7,32,y
61,32,69,x
52,93,77,y
35,8,44,x
50,90,1,z
17,87,20,y
26,85,57,x
67,27,71,z
49,56,46,x
11,79,8,y
5,9,80,x
63,12,71,z
24,41,51,y
29,76,28,y
39,11,69,x
13,35,95,z
13,76,97,x
76,24,86,z
63,68,1,z
20,76,60,x
10,77,57,z
68,24,43,y
6,68,58,x
36,41,67,y
38,65,94,x
33,77,43,x
94,62,38,z
1,86,50,z
94,45,7,y
16,11,46,y
34,50,7,z
84,89,30,x
50,52,3,y
89,46,53,z
52,23,36,y
86,83,49,x
4,26,69,y
99,6,72,y
32,89,47,y
36,92,82,y
63,78,83,z
87,31,50,z
31,52,12,y
2,25,51,x
21,65,91,y
22,70,32,z
38,47,12,y
14,70,98,y
20,55,97,z
75,88,8,z
45,34,40,y
5,51,39,y
80,78,70,x
6,73,29,z
61,54,36,y
41,20,71,x
7,20,57,y
99,92,24,z
94,48,64,z
85,62,13,y
43,65,40,y
71,56,63,y
10,19,61,y
14,42,94,z
30,40,91,y
49,85,30,x
40,38,63,z
57,98,76,x
67,90,37,z
48,20,46,y
16,11,21,x
83,7,44,z
23,42,64,y
22,31,35,y
17,77,86,x
40,78,32,z
1,94,34,z
73,71,13,z
94,92,70,z
29,56,64,x
5,61,40,y
59,80,82,x
98,29,50,z
30,48,95,x
4,64,65,y
33,71,91,y
31,81,82,z
16,35,28,x
72,57,24,z
75,30,72,z
69,78,99,x
63,22,59,y
22,80,73,z
8,67,56,y
62,71,64,z
31,40,3,x
2,39,39,x
13,37,42,z
26,55,13,y
87,73,40,z
80,67,20,x
75,12,72,x
66,63,69,z
57,90,80,x
4,80,19,z
61,84,41,y
59,32,65,z
62,5,34,y
87,77,32,x
21,98,82,y
33,6,72,z
45,15,60,y
58,21,96,z
15,39,94,x
88,90,40,x
2,98,90,z
16,25,2,x
97,6,99,y
66,73,31,z
84,77,17,x
8,16,53,z
23,96,69,y
38,38,9,z
27,82,18,z
26,7,20,z
2,45,2,y
19,74,76,y
48,18,22,x
97,20,9,z
24,92,8,y
38,46,65,y
44,16,69,x
91,13,16,z
3,11,57,z
50,99,47,x
18,64,56,x
29,30,93,z
99,46,60,x
38,21,89,y
21,93,45,x
57,37,86,z
54,75,96,z
49,6,29,z
10,68,79,x
7,42,96,x
40,14,50,z
82,16,87,x
83,71,58,z
40,97,38,y
89,93,19,y
18,52,77,x
77,72,57,y
82,23,31,z
76,81,33,y
74,34,74,y
91,34,92,x
3,28,18,x
16,19,81,x
96,36,85,x
80,4,42,y
47,12,50,x
69,3,77,z
73,52,5,z
62,83,7,x
98,86,27,y
10,47,55,y
70,11,30,x
37,23,50,x
59,20,2,y
13,61,38,z
82,32,4,y
79,74,8,y
67,62,8,x
82,53,47,y
41,67,9,x
76,22,50,x
35,93,5,y
1,32,64,x
23,91,29,x
52,13,64,z
93,86,16,y
76,94,95,y
19,61,88,x
45,42,99,z
14,70,36,x
29,54,36,x
23,75,16,x
54,72,92,z
10,87,82,y
56,97,98,z
6,39,54,x
14,98,23,z
49,37,71,z
13,2,47,x
12,57,34,z
73,4,76,z
73,84,23,z
11,59,81,x
96,33,93,y
95,23,64,z
25,76,37,y
55,28,71,z
98,74,75,y
88,22,26,y
65,78,88,y
4,86,89,y
39,52,89,y
60,66,98,x
37,66,58,z
45,86,54,y
51,87,48,z
42,66,23,y
28,62,94,y
71,49,97,x
73,37,14,x
46,78,13,y
52,40,17,x
76,28,90,y
88,48,55,x
70,55,4,z
84,64,24,x
61,15,83,z
20,58,52,z
67,47,50,z
80,57,63,y
26,28,73,x
53,93,91,y
12,44,83,y
63,91,1,x
6,99,95,x
96,74,6,x
11,17,48,x
92,34,77,y
55,78,22,x
1,7,44,x
51,40,75,z
46,4,11,x
80,60,1,x
40,76,98,z
40,46,14,y
62,33,45,z
16,87,73,z
25,31,22,z
42,79,74,z
16,25,27,x
28,92,38,x
51,28,17,z
28,76,92,z
39,13,33,y
63,69,11,y
3,98,20,x
19,64,26,z
98,87,5,y
58,77,97,y
94,31,55,y
33,25,19,y
72,87,51,x
36,2,43,y
10,93,28,x
6,35,50,x
66,47,62,x
81,29,85,y
25,57,71,z
81,90,76,x
17,92,68,z
15,35,86,z
80,60,21,x
56,79,12,y
83,73,56,x
64,57,50,x
25,66,75,z
58,6,31,z
8,50,12,x
47,37,31,z
14,38,96,z
78,28,38,x
67,39,36,x
80,34,3,x
71,81,79,z
89,15,59,z
29,12,42,z
8,8,95,y
21,17,26,x
51,39,38,z
87,94,88,x
68,64,57,x
71,40,73,y
38,34,22,z
18,85,4,y
58,86,6,z
44,7,15,x
95,4,52,y
17,55,56,x
15,31,2,y
72,93,8,z
11,4,31,x
81,92,29,y
54,55,42,z
86,75,97,y
88,51,47,y
29,60,14,x
68,3,3,y
32,93,1,y
83,73,50,x
96,79,9,z
61,87,7,x
78,28,98,y
42,36,36,y
28,24,48,y
63,90,82,z
59,4,53,y
65,96,47,z
23,96,13,z
10,12,58,z
45,93,25,x
44,50,30,y
61,35,53,x
15,99,65,y
71,80,7,z
8,3,84,x
19,21,34,y
56,15,33,x
5,76,82,y
59,82,74,y
28,39,37,x
39,34,60,y
93,90,25,x
96,12,4,x
40,72,28,z
70,41,57,x
81,19,21,y
24,94,3,x
43,56,95,x
3,82,47,z
27,58,61,y
54,82,36,x
2,12,16,z
7,67,33,y
85,41,7,z
79,71,93,z
24,75,28,x
85,59,58,x
22,99,26,y
41,86,87,x
37,16,73,z
37,54,40,z
95,99,32,x
10,1,70,y
77,42,66,z
37,60,22,z
80,95,38,z
90,37,88,z
44,28,21,x
34,30,96,x
44,22,44,y
90,37,85,y
46,76,1,x
51,47,62,z
6,13,84,x
25,80,83,x
58,92,75,y
97,30,80,y
59,36,91,y
65,99,7,y
46,85,34,y
70,18,13,y
24,98,91,y
29,28,27,y
26,8,73,z
6,62,45,x
51,87,71,z
24,31,49,y
59,54,41,x
59,73,90,x
90,45,12,x
23,55,65,x
78,21,73,z
60,24,43,x
20,99,4,y
71,13,99,x
45,65,88,y
57,14,87,x
39,92,12,x
34,17,56,z
96,81,9,x
56,42,60,y
99,31,73,y
68,27,18,z
4,76,57,y
20,12,6,y
90,69,83,y
70,52,6,z
24,38,33,z
70,33,26,y
10,99,21,z
12,70,23,y
23,18,64,x
96,97,85,y
87,56,43,y
47,17,92,z
96,14,30,y
83,55,97,x
76,62,49,x
40,5,62,x
35,88,99,x
47,77,59,y
22,66,95,x
76,41,30,z
52,86,42,y
69,55,24,z
30,29,87,x
95,33,86,y
12,75,54,x
74,19,73,z
12,7,35,z
45,68,58,x
71,99,60,z
54,77,8,z
23,61,91,x
19,2,45,y
54,1,33,x
49,52,89,z
74,74,98,x
16,9,63,z
24,87,61,z
82,85,9,z
9,85,49,y
43,54,81,x
28,38,85,z
25,48,24,y
73,76,3,z
71,91,27,z
32,68,95,y
49,46,42,z
79,52,18,y
77,29,49,z
34,75,95,x
93,45,84,z
63,75,64,z
58,44,76,y
95,74,2,y
66,20,37,y
11,82,16,x
19,9,17,z
74,74,40,z
92,55,60,x
97,10,96,x
85,83,52,z
63,23,22,x
31,60,31,y
4,40,44,y
42,63,77,y
93,20,34,x
14,36,91,y
33,51,90,y
51,23,76,y
34,81,46,y
56,66,23,y
61,87,25,y
6,87,93,x
31,5,69,x
71,25,97,y
17,60,65,x
33,31,88,z
46,32,35,y
64,2,32,z
55,92,33,y
26,35,37,z
65,33,53,y
67,47,69,z
94,34,28,y
80,46,45,x
6,25,58,y
45,4,50,y
26,41,49,y
40,30,8,x
61,79,24,y
74,17,58,x
21,45,6,z
75,96,70,y
1,28,37,y
21,25,45,z
37,66,46,z
46,15,38,x
31,33,46,x
52,28,18,x
90,88,20,y
2,28,96,x
55,72,16,z
63,97,91,y
80,6,69,x
54,82,12,z
98,45,52,x
77,33,93,x
18,76,48,z
34,7,49,x
15,67,11,x
10,35,67,x
18,81,6,y
76,65,41,x
38,16,64,y
71,66,17,x
74,28,32,z
96,13,63,x
35,97,45,y
84,30,9,z
37,87,7,y
41,3,82,z
42,34,25,x
5,49,58,z
59,30,16,y
96,2,19,x
77,75,96,z
99,2,26,x
64,37,49,y
35,85,86,z
50,70,86,z
54,11,14,x
39,61,59,y
2,87,84,z
11,51,96,x
29,98,27,x
7,63,35,x
91,67,59,z
51,49,77,z
40,90,88,y
39,48,91,z
2,72,17,x
59,24,40,y
36,88,52,x
64,69,8,y
4,78,33,z
30,60,52,z
6,32,90,y
37,1,1,x
72,37,52,z
75,19,9,z
83,39,21,x
34,82,4,x
64,15,43,y
55,50,14,y
15,13,13,z
95,66,62,z
9,19,58,x
39,97,15,x
46,93,2,y
84,7,89,y
17,42,74,x
93,57,67,x
31,24,82,y
70,27,21,x
39,6,21,x
28,10,93,z
92,16,5,z
3,41,23,y
57,60,23,y
45,30,41,z
1,46,31,x
99,80,22,z
35,20,89,x
65,62,29,z
51,26,28,y
83,79,14,y
6,95,64,z
6,12,3,y
73,14,82,z
29,53,61,z
70,83,46,y
36,29,7,x
97,10,38,y
35,38,95,x
77,79,13,y
4,3,46,x
81,63,47,z
76,38,92,x
3,37,65,y
36,83,35,x
36,18,13,x
23,53,61,x
71,69,35,z
93,66,99,y
81,93,22,y
63,14,90,z
56,7,12,z
86,27,60,y
72,18,54,z
91,80,7,z
56,79,38,x
99,3,90,z
5,13,58,z
82,16,66,z
77,33,36,x
17,98,50,x
20,51,77,x
85,24,97,x
74,81,89,x
83,42,14,z
39,75,19,y
12,69,87,x
86,27,73,x
22,54,28,z
58,11,99,z
71,96,83,z
79,28,70,y
77,39,95,z
59,28,56,x
55,30,5,z
96,69,53,x
55,71,96,z
24,28,78,z
93,34,93,z
83,68,86,y
58,98,52,y
10,32,16,x
49,10,51,y
57,68,69,x
8,57,8,x
66,4,68,x
58,7,41,z
80,86,53,y
3,77,72,x
65,76,53,x
73,3,87,x
88,50,89,y
52,35,80,y
85,25,37,x
76,63,28,z
71,62,97,y
90,71,53,x
68,51,1,x
94,9,87,x
93,85,99,z
90,75,85,x
84,76,62,z
83,96,3,z
22,61,96,y
7,11,64,y
82,38,50,x
20,80,12,x
13,91,21,y
93,16,87,x
45,72,68,x
35,9,62,z
88,47,73,y
59,58,31,z
63,68,87,z
51,74,20,x
57,73,20,z
4,90,87,x
85,98,54,x
17,42,76,x
55,78,56,z
74,27,5,z
9,48,40,x
67,95,12,y
74,60,56,z
17,6,71,x
32,91,74,y
32,44,50,x
18,24,20,y
84,2,15,z
99,19,15,x
51,86,12,z
12,63,20,y
92,35,12,y
37,3,97,z
80,75,96,z
52,17,88,y
83,15,81,x
78,77,64,z
12,77,89,x
63,35,6,y
82,94,53,z
36,42,40,x
71,72,9,x
46,40,63,x
41,64,64,y
58,72,29,y
77,97,23,x
50,67,4,y
9,58,48,x
71,29,77,x
99,99,96,z
65,53,13,x
54,99,86,z
74,6,13,z
62,1,40,z
32,31,77,y
64,11,25,z
47,8,17,y
80,71,46,z
90,43,43,z
61,1,46,z
95,65,78,y
47,90,40,y
61,73,16,x
17,74,7,z
42,80,80,z
52,73,88,y
20,98,77,x
3,4,59,y
25,48,37,z
6,48,58,z
21,47,16,y
92,49,70,y
69,27,23,z
2,90,62,x
